,parent_company,facility_name,facility_type,state,primary_fuel,electricity_production_gj,electricity_production_mwh,scope_1_emissions_tco2e,scope_2_emissions_tco2e,total_emissions_tco2e,emission_intensity_t_per_mwh,is_grid_connected,grid_name,notes,source_id,year,latitude,longitude
1385,WATER CORPORATION,Corporate Total,C,,,18121.0,5034.0,3653.0,,3653,,,,,ID0077,2016-17,,
1386,YARA PILBARA FERTILISERS PTY LTD,Utilities Production and Supply,F,WA,Gas,119118.0,33088.0,41695.0,,41695,1.26,,Off-grid,,ID0077,2016-17,-31.9536385,115.8525539
1387,YARA PILBARA FERTILISERS PTY LTD,Corporate Total,C,,,119118.0,33088.0,41695.0,,41695,,,,,ID0077,2016-17,,
1388,Grand Total,,,,,818924521.0,227479013.0,175960593.0,1547219.0,182550357,,,,,ID0077,2016-17,,
1389,Grid connected Total,,,,,807084728.0,224190181.0,174176857.0,1546630.0,180766032,,,,,ID0077,2016-17,,
1390,ACCIONA ENERGY OCEANIA PTY. LTD.,Cathedral Rocks Wind Farm,F,SA,Wind,550950.0,153042.0,48.0,136.0,184,0.0,On,NEM,,ID0078,2017-18,-34.865113,135.5966801
1391,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,F,NSW,Wind,601740.0,167150.0,44.0,205.0,249,0.0,On,NEM,,ID0078,2017-18,-34.6905625,149.4270092
1392,ACCIONA ENERGY OCEANIA PTY. LTD.,Mt Gellibrand Wind Farm,F,VIC,Wind,4320.0,1200.0,0.0,22.0,22,0.0,On,NEM,,ID0078,2017-18,-38.2579747,143.7995926
1393,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,F,VIC,Wind,2317673.0,643798.0,132.0,966.0,1098,0.0,On,NEM,,ID0078,2017-18,-37.3946388,143.6386011
1394,ACCIONA ENERGY OCEANIA PTY. LTD.,Corporate Total,C,,,3474683.0,965190.0,224.0,1329.0,1553,,,,,ID0078,2017-18,,
1395,AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,Hydro,11089.0,3080.0,4.0,59.0,63,0.0,On,NEM,,ID0078,2017-18,-36.5335771,147.4603458
1396,AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,Black Coal,55964880.0,15545800.0,13705014.0,20951.0,13725965,0.88,On,NEM,,ID0078,2017-18,-32.3838413,150.9522752
1397,AGL ENERGY LIMITED,Bogong Power Station,F,VIC,Hydro,290885.0,80801.0,82.0,852.0,934,0.0,On,NEM,,ID0078,2017-18,-36.8057885,147.2281158
1398,AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,Solar,470545.0,130707.0,78.0,345.0,423,0.0,On,NEM,,ID0078,2017-18,-31.9810692,141.3900911
1399,AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,Hydro,130417.0,36227.0,1.0,36.0,37,0.0,On,NEM,,ID0078,2017-18,-32.664602,149.1079379
1400,AGL ENERGY LIMITED,Clover Hydro,F,VIC,Hydro,195811.0,54392.0,2.0,268.0,270,0.0,On,NEM,,ID0078,2017-18,-36.7852938,147.2204288
1401,AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,Gas,84730.0,23536.0,17445.0,64.0,17509,0.74,On,NEM,,ID0078,2017-18,-34.8438044,138.546753
1402,AGL ENERGY LIMITED,Copeton Hydro,F,NSW,Hydro,148524.0,41257.0,1.0,43.0,44,0.0,On,NEM,,ID0078,2017-18,-29.9047558,150.9239324
1403,AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,Hydro,201611.0,56003.0,1.0,636.0,637,0.0,On,NEM,,ID0078,2017-18,-36.5335771,147.4603458
1404,AGL ENERGY LIMITED,Eildon Hydro,F,VIC,Hydro,668859.0,185794.0,13.0,667.0,680,0.0,On,NEM,,ID0078,2017-18,-37.2220807,145.9211806
1405,AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,Hydro,70572.0,19603.0,0.0,11.0,11,0.0,On,NEM,,ID0078,2017-18,-32.0939757,150.9891361
1406,AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,Landfill Gas,32986.0,9163.0,517.0,1.0,518,0.06,On,NEM,,ID0078,2017-18,-42.8413938,147.2546255
1407,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,Wind,1126198.0,312833.0,96.0,191.0,287,0.0,On,NEM,,ID0078,2017-18,-33.359524,138.8036808
1408,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,Wind,901465.0,250407.0,71.0,158.0,229,0.0,On,NEM,,ID0078,2017-18,-33.359524,138.8036808
1409,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,Wind,1708149.0,474486.0,152.0,377.0,529,0.0,On,NEM,,ID0078,2017-18,-33.359524,138.8036808
1410,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,Wind,582085.0,161690.0,62.0,224.0,286,0.0,On,NEM,,ID0078,2017-18,-33.359524,138.8036808
1411,AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,Landfill Gas,22430.0,6231.0,358.0,1.0,359,0.06,On,NEM,,ID0078,2017-18,-42.8886413,147.2893066
1412,AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,Gas,3073.0,854.0,1037.0,932.0,1969,1.21,On,NEM,,ID0078,2017-18,-32.3953929,150.948916
1413,AGL ENERGY LIMITED,Kemps Creek Landfill Generation,F,NSW,Landfill Gas,47007.0,13058.0,633.0,18.0,651,0.05,On,NEM,,ID0078,2017-18,-33.8610699,150.7562513
1414,AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,Landfill Gas,7588.0,2108.0,142.0,19.0,161,0.07,On,NEM,,ID0078,2017-18,-33.47449870000001,151.4036812
1415,AGL ENERGY LIMITED,Liddell Power Station,F,NSW,Black Coal,30667257.0,8518683.0,7799843.0,40396.0,7840239,0.92,On,NEM,,ID0078,2017-18,-32.3838413,150.9522752
1416,AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,Brown Coal,61026883.0,16951912.0,19861938.0,245177.0,20107115,1.17,On,NEM,,ID0078,2017-18,-38.2567843,146.5860271
1417,AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,Wind,3770990.0,1047497.0,434.0,2823.0,3257,0.0,On,NEM,,ID0078,2017-18,-38.0490795,142.1915163
1418,AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,Hydro,357923.0,99423.0,6.0,4693.0,4699,0.0,On,NEM,,ID0078,2017-18,-36.8584393,147.2349767
1419,AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,Coal Seam Methane,197704.0,54918.0,33547.0,28.0,33575,0.61,On,NEM,,ID0078,2017-18,-21.9620901,148.0037773
1420,AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,Solar,902651.0,250736.0,150.0,763.0,913,0.0,On,NEM,,ID0078,2017-18,-31.5662057,147.0707349
1421,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,Wind,677832.0,188287.0,79.0,615.0,694,0.0,On,NEM,,ID0078,2017-18,-37.683252,142.551115
1422,AGL ENERGY LIMITED,Pindari Hydro,F,NSW,Hydro,12970.0,3603.0,0.0,22.0,22,0.0,On,NEM,,ID0078,2017-18,-29.3856081,151.2428047
1423,AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,Landfill Gas,84406.0,23446.0,1472.0,8.0,1480,0.06,On,SWIS,,ID0078,2017-18,-32.285241,115.8168205
1424,AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,Hydro,150908.0,41919.0,1.0,38.0,39,0.0,On,NEM,,ID0078,2017-18,-37.32715779999999,145.8605406
1425,AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,Landfill Gas,6308.0,1752.0,80.0,5.0,85,0.05,On,NEM,,ID0078,2017-18,-34.8802534,150.55219
1426,AGL ENERGY LIMITED,Somerton Power Station,F,VIC,Gas,307506.0,85418.0,61440.0,1851.0,63291,0.72,On,NEM,,ID0078,2017-18,-37.6314781,144.9529872
1427,AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,Gas,10072272.0,2797853.0,1566914.0,14293.0,1581207,0.56,On,NEM,,ID0078,2017-18,-34.8066718,138.5232577
1428,AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,Wind,977706.0,271585.0,47.0,172.0,219,0.0,On,NEM,,ID0078,2017-18,-35.1117422,137.7212617
1429,AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,Biogas,231340.0,64261.0,3088.0,1157.0,4245,0.05,On,NEM,,ID0078,2017-18,-37.9144704,144.6434683
1430,AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,Hydro,553193.0,153665.0,0.0,1272.0,1272,0.0,On,NEM,,ID0078,2017-18,-36.760079,147.1861202
1431,AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,Solar,3146.0,874.0,686.0,0.0,686,0.78,Off,Off-grid,,ID0078,2017-18,-31.5220661,138.6198764
1432,AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,Landfill Gas,27416.0,7616.0,464.0,10.0,474,0.06,On,NEM,,ID0078,2017-18,-33.5039862,151.291692
1433,AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,Hydro,134344.0,37318.0,1.0,39.0,40,0.0,On,NEM,,ID0078,2017-18,-36.0086718,145.9993248
1434,AGL ENERGY LIMITED,Corporate Total,C,,,172831659.0,48008794.0,43055899.0,339215.0,43395114,,,,,ID0078,2017-18,,
1435,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,Gas,7760182.0,2155606.0,1410220.0,333.0,1410553,0.65,On,SWIS,,ID0078,2017-18,-32.6464395,115.9464312
1436,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,,,7760182.0,2155606.0,1410220.0,333.0,1410553,,,,,ID0078,2017-18,,
1437,APT PIPELINES LIMITED,Daandine Power Station,F,QLD,Coal Seam Methane,787397.0,218721.0,109265.0,0.0,109265,0.5,On,NEM,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",ID0078,2017-18,-27.0862544,150.9425973
1438,APT PIPELINES LIMITED,Diamantina Power Station,F,QLD,Gas,5765248.0,1601458.0,656824.0,114.0,656938,0.41,On,Mt Isa,,ID0078,2017-18,-20.7830295,139.4829711
1439,APT PIPELINES LIMITED,Emu Downs Solar Farm,F,WA,Solar,97410.0,27058.0,0.0,33.0,33,0.0,On,SWIS,,ID0078,2017-18,-30.48468,115.415795
1440,APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,Wind,864702.0,240195.0,63.0,333.0,396,0.0,On,SWIS,,ID0078,2017-18,-30.4756515,115.381241
1441,APT PIPELINES LIMITED,Corporate Total,C,,,7514757.0,2087432.0,766152.0,480.0,766632,,,,,ID0078,2017-18,,
1442,ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,Coal Seam Methane,925917.0,257199.0,154004.0,4349.0,158353,0.6,On,NEM,,ID0078,2017-18,-27.113373,150.9055138
1443,ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,,,925917.0,257199.0,154004.0,4349.0,158353,,,,,ID0078,2017-18,,
1444,ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,Gas,284128.0,78924.0,63575.0,146.0,63721,0.81,On,NWIS,,ID0078,2017-18,-20.7630673,116.8372093
1445,ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,Gas,4750641.0,1319623.0,542289.0,367.0,542656,0.41,On,NEM,,ID0078,2017-18,-34.7904387,138.5088712
1446,ATCO AUSTRALIA PTY LTD,Corporate Total,C,,,5034769.0,1398547.0,605864.0,513.0,606377,,,,,ID0078,2017-18,,
1447,AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,Wind,2257531.0,627092.0,17.0,1690.0,1707,0.0,On,NEM,,ID0078,2017-18,-37.8210483,144.9450815
1448,AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,,,2257531.0,627092.0,17.0,1690.0,1707,,,,,ID0078,2017-18,,
1449,AXIA ENERGY AUSTRALIA PTY LTD,Smithfield Power Partnership,F,NSW,Gas,259179.0,71994.0,35045.0,64.0,35109,0.49,On,NEM,,ID0078,2017-18,-33.8849923,151.1629215
1450,AXIA ENERGY AUSTRALIA PTY LTD,Corporate Total,C,,,259179.0,71994.0,35045.0,64.0,35109,,,,,ID0078,2017-18,,
1451,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,Wind,1306751.0,362986.0,105.0,822.0,927,0.0,On,NEM,,ID0078,2017-18,-38.7478299,145.9494813
1452,BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,,,1306751.0,362986.0,105.0,822.0,927,,,,,ID0078,2017-18,,
1453,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,Wind,1825008.0,506947.0,52.0,179.0,231,0.0,On,NEM,,ID0078,2017-18,-33.863638,151.2049168
1454,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,,,1825008.0,506947.0,52.0,179.0,231,,,,,ID0078,2017-18,,
1455,BHP BILLITON IRON ORE PTY. LTD.,Yarnima Power Station,F,WA,Gas,2613641.0,726011.0,309875.0,0.0,309875,0.43,Off,Off-grid,,ID0078,2017-18,-23.3435576,119.7109647
1456,BHP BILLITON IRON ORE PTY. LTD.,Corporate Total,C,,,2613641.0,726011.0,309875.0,0.0,309875,,,,,ID0078,2017-18,,
1457,BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,Black Coal,5796946.0,1610263.0,1440940.0,3278.0,1444218,0.89,On,SWIS,,ID0078,2017-18,-33.3298374,116.2265015
1458,BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,,,5796946.0,1610263.0,1440940.0,3278.0,1444218,,,,,ID0078,2017-18,,
1459,BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,Black Coal,6232601.0,1731278.0,1521195.0,1138.0,1522333,0.88,On,SWIS,,ID0078,2017-18,-33.3298374,116.2265015
1460,BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,,,6232601.0,1731278.0,1521195.0,1138.0,1522333,,,,,ID0078,2017-18,,
1461,BPIH PTY LIMITED,Enwave Central Park Pty Ltd,F,NSW,Gas,7740.0,2150.0,2857.0,0.0,2857,1.33,On,NEM,,ID0078,2017-18,-33.8852753,151.1988411
1462,BPIH PTY LIMITED,Enwave Mascot Pty Ltd,F,NSW,Gas,104473.0,29020.0,15273.0,1870.0,17143,0.53,On,NEM,,ID0078,2017-18,-33.9254492,151.1867258
1463,BPIH PTY LIMITED,Corporate Total,C,,,112213.0,31170.0,18130.0,1870.0,20000,,,,,ID0078,2017-18,,
1464,C S ENERGY LIMITED,Callide B Power Station,F,QLD,Black Coal,19818112.0,5505031.0,5063694.0,39846.0,5103540,0.92,On,NEM,,ID0078,2017-18,-24.3462176,150.6189753
1465,C S ENERGY LIMITED,Callide C Power Station,F,QLD,Black Coal,21023694.0,5839915.0,5240790.0,24875.0,5265665,0.9,On,NEM,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",ID0078,2017-18,-24.3462176,150.6189753
1466,C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,Black Coal,18916535.0,5254593.0,4354532.0,6154.0,4360686,0.83,On,NEM,,ID0078,2017-18,-26.9146137,150.746994
1467,C S ENERGY LIMITED,Wivenhoe Power Station,F,QLD,Hydro,129318.0,35922.0,35.0,57660.0,57695,0.0,On,NEM,,ID0078,2017-18,-27.3961593,152.6088976
1468,C S ENERGY LIMITED,Corporate Total,C,,,59887659.0,16635461.0,14659051.0,128535.0,14787586,,,,,ID0078,2017-18,,
1469,CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,Wind,469585.0,130440.0,13.0,20.0,33,0.0,On,NEM,,ID0078,2017-18,-37.7048969,140.3590018
1470,CANUNDA POWER PTY LTD,Corporate Total,C,,,469585.0,130440.0,13.0,20.0,33,,,,,ID0078,2017-18,,
1471,CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,Bagasse,846961.0,235267.0,7418.0,725.0,8143,0.03,On,NEM,,ID0078,2017-18,-29.0122131,153.432707
1472,CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,Bagasse,774424.0,215118.0,6020.0,679.0,6699,0.03,On,NEM,,ID0078,2017-18,-28.3143412,153.4343542
1473,CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,,,1621385.0,450385.0,13438.0,1404.0,14842,,,,,ID0078,2017-18,,
1474,CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,Wind,289030.0,80286.0,5.0,78.0,83,0.0,On,NEM,,ID0078,2017-18,-37.8210483,144.9450815
1475,CBWF HOLDINGS PTY LIMITED,Corporate Total,C,,,289030.0,80286.0,5.0,78.0,83,,,,,ID0078,2017-18,,
1476,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,Wind,1245731.0,346036.0,64.0,775.0,839,0.0,On,NEM,,ID0078,2017-18,-29.7624218,151.5447433
1477,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,,,1245731.0,346036.0,64.0,775.0,839,,,,,ID0078,2017-18,,
1478,CLARKE ENERGY (AUSTRALIA) PTY LTD,Daandine Power Station,F,QLD,Coal Seam Methane,787397.0,218721.0,109265.0,0.0,109265,0.5,On,NEM,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",ID0078,2017-18,-27.0862544,150.9425973
1479,CLARKE ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,,,787397.0,218721.0,109265.0,0.0,109265,,,,,ID0078,2017-18,,
1480,CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,Diesel,10727.0,2980.0,2060.0,0.0,2060,0.69,Off,Off-grid,,ID0078,2017-18,-27.423176,117.89858
1481,CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,Diesel,24219.0,6728.0,4610.0,0.0,4610,0.69,Off,Off-grid,,ID0078,2017-18,-26.5931805,118.4954765
1482,CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,Gas,13739.0,3816.0,2140.0,0.0,2140,0.56,Off,Off-grid,,ID0078,2017-18,-28.0682174,117.8485479
1483,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,Diesel,15562.0,4323.0,3213.0,0.0,3213,0.74,Off,Off-grid,,ID0078,2017-18,-32.1945708,121.7940031
1484,CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,Diesel,2462.0,684.0,528.0,0.0,528,0.77,Off,Off-grid,,ID0078,2017-18,-31.6711775,115.801039
1485,CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,Diesel,8725.0,2424.0,1706.0,0.0,1706,0.7,Off,Off-grid,,ID0078,2017-18,-26.5920919,120.2191593
1486,CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,Diesel,3676.0,1021.0,760.0,0.0,760,0.74,Off,Off-grid,,ID0078,2017-18,-28.3508702,116.7658255
1487,CONTRACT POWER AUSTRALIA PTY LTD,Corporate Total,C,,,79110.0,21975.0,15017.0,0.0,15017,,,,,ID0078,2017-18,,
1488,CULLERIN RANGE WIND FARM PTY LTD,Cullerin Range Wind Farm,F,NSW,Wind,405688.0,112691.0,28.0,82.0,110,0.0,On,NEM,,ID0078,2017-18,-34.8180225,149.399069
1489,CULLERIN RANGE WIND FARM PTY LTD,Corporate Total,C,,,405688.0,112691.0,28.0,82.0,110,,,,,ID0078,2017-18,,
1490,CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,Wind,2575799.0,715500.0,388.0,590.0,978,0.0,On,SWIS,,ID0078,2017-18,-31.9508864,115.8495688
1491,CWF HOLDINGS PTY LTD,Corporate Total,C,,,2575799.0,715500.0,388.0,590.0,978,,,,,ID0078,2017-18,,
1492,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,Wind,1339270.0,372019.0,365.0,784.0,1149,0.0,On,NEM,,ID0078,2017-18,-36.5769554,149.125867
1493,CWP RENEWABLES PTY LTD,Corporate Total,C,,,1339270.0,372019.0,365.0,784.0,1149,,,,,ID0078,2017-18,,
1494,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,Solar,141150.0,39208.0,0.0,181.0,181,0.0,On,NEM,,ID0078,2017-18,-35.4897929,149.1430018
1495,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,,,141150.0,39208.0,0.0,181.0,181,,,,,ID0078,2017-18,,
1496,EDL (OCI) PTY LIMITED,Glennies Creek WCMG Power Station,F,NSW,Waste Coal Mine Gas,278299.0,77305.0,40154.0,10.0,40164,0.52,On,NEM,,ID0078,2017-18,-32.4647407,151.1307373
1497,EDL (OCI) PTY LIMITED,Oaky Creek II WCMG Power Station,F,QLD,Waste Coal Mine Gas,378474.0,105132.0,55021.0,36.0,55057,0.52,On,NEM,,ID0078,2017-18,-27.4182635,151.6809507
1498,EDL (OCI) PTY LIMITED,Oaky Creek WCMG Power Station,F,QLD,Waste Coal Mine Gas,481208.0,133669.0,68525.0,67.0,68592,0.51,On,NEM,,ID0078,2017-18,-27.4182635,151.6809507
1499,EDL (OCI) PTY LIMITED,Corporate Total,C,,,1137981.0,316106.0,163700.0,113.0,163813,,,,,ID0078,2017-18,,
1500,EDL (TT) PTY LIMITED,Tahmoor WCMG Power Station,F,NSW,Waste Coal Mine Gas,118651.0,32959.0,18916.0,7.0,18923,0.57,On,NEM,,ID0078,2017-18,-34.2473218,150.5772402
1501,EDL (TT) PTY LIMITED,Corporate Total,C,,,118651.0,32959.0,18916.0,7.0,18923,,,,,ID0078,2017-18,,
1502,EDL CSM (NSW) PTY LTD,Appin CSM Power Station,F,NSW,Waste Coal Mine Gas,358092.0,99470.0,72992.0,642.0,73634,0.73,On,NEM,,ID0078,2017-18,-34.2098219,150.79274
1503,EDL CSM (NSW) PTY LTD,Tower CSM Power Station,F,NSW,Waste Coal Mine Gas,675750.0,187708.0,143209.0,216.0,143425,0.76,On,NEM,,ID0078,2017-18,-33.8665552,151.1765938
1504,EDL CSM (NSW) PTY LTD,Corporate Total,C,,,1033842.0,287178.0,216201.0,858.0,217059,,,,,ID0078,2017-18,,
1505,EDL CSM (QLD) PTY LTD,German Creek CMM Power Station,F,QLD,Waste Coal Mine Gas,1091491.0,303192.0,160344.0,29.0,160373,0.53,On,NEM,,ID0078,2017-18,-22.929657,148.5514812
1506,EDL CSM (QLD) PTY LTD,Corporate Total,C,,,1091491.0,303192.0,160344.0,29.0,160373,,,,,ID0078,2017-18,,
1507,EDL LFG (ACT) PTY LTD,Mugga Lane LFG Power Station,F,ACT,Landfill Gas,114143.0,31706.0,2013.0,1.0,2014,0.06,On,NEM,,ID0078,2017-18,-35.3851704,149.1379373
1508,EDL LFG (ACT) PTY LTD,West Belconnen LFG Power Station,F,ACT,Landfill Gas,7519.0,2089.0,146.0,14.0,160,0.07,On,NEM,,ID0078,2017-18,-35.3851704,149.1379373
1509,EDL LFG (ACT) PTY LTD,Corporate Total,C,,,121662.0,33795.0,2159.0,15.0,2174,,,,,ID0078,2017-18,,
1510,EDL LFG (NSW) PTY LTD,Belrose LFG Power Station,F,NSW,Landfill Gas,8209.0,2280.0,185.0,0.0,185,0.08,On,NEM,,ID0078,2017-18,-33.7159795,151.2117168
1511,EDL LFG (NSW) PTY LTD,Eastern Creek LFG Power Station,F,NSW,Landfill Gas,32006.0,8891.0,519.0,7.0,526,0.06,On,NEM,,ID0078,2017-18,-33.7998441,150.8303282
1512,EDL LFG (NSW) PTY LTD,Grange Avenue LFG Power Station,F,NSW,Landfill Gas,19676.0,5466.0,326.0,3.0,329,0.06,On,NEM,,ID0078,2017-18,-33.0653926,151.5196425
1513,EDL LFG (NSW) PTY LTD,Jack's Gully LFG Power Station,F,NSW,Landfill Gas,46214.0,12837.0,799.0,1.0,800,0.06,On,NEM,,ID0078,2017-18,-34.07653579999999,150.7423528
1514,EDL LFG (NSW) PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,Landfill Gas,50303.0,13973.0,896.0,4.0,900,0.06,On,NEM,,ID0078,2017-18,-34.049077,150.9813035
1515,EDL LFG (NSW) PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,Landfill Gas,363867.0,101074.0,6379.0,2.0,6381,0.06,On,NEM,,ID0078,2017-18,-34.045732,150.9730643
1516,EDL LFG (NSW) PTY LTD,Corporate Total,C,,,520275.0,144521.0,9104.0,17.0,9121,,,,,ID0078,2017-18,,
1517,EDL LFG (QLD) PTY LTD,Browns Plains LFG Power Station,F,QLD,Landfill Gas,49434.0,13732.0,873.0,2.0,875,0.06,On,NEM,,ID0078,2017-18,-27.6719054,153.0663264
1518,EDL LFG (QLD) PTY LTD,Roghan Road LFG Power Station,F,QLD,Landfill Gas,3462.0,962.0,64.0,43.0,107,0.07,On,NEM,,ID0078,2017-18,-26.9146137,150.746994
1519,EDL LFG (QLD) PTY LTD,Corporate Total,C,,,52896.0,14693.0,937.0,45.0,982,,,,,ID0078,2017-18,,
1520,EDL LFG (SA) PTY LTD,Wingfield 1 LFG Power Station,F,SA,Landfill Gas,56828.0,15786.0,1000.0,1.0,1001,0.06,On,NEM,,ID0078,2017-18,-34.8066718,138.5232577
1521,EDL LFG (SA) PTY LTD,Wingfield 2 LFG Power Station,F,SA,Landfill Gas,53366.0,14824.0,939.0,1.0,940,0.06,On,NEM,,ID0078,2017-18,-34.8474364,138.5818139
1522,EDL LFG (SA) PTY LTD,Corporate Total,C,,,110194.0,30609.0,1939.0,2.0,1941,,,,,ID0078,2017-18,,
1523,EDL LFG (VIC) PTY LTD,Berwick LFG Power Station,F,VIC,Landfill Gas,43366.0,12046.0,779.0,318.0,1097,0.06,On,NEM,,ID0078,2017-18,-37.8428435,147.5640056
1524,EDL LFG (VIC) PTY LTD,Broadmeadows LFG Power Station,F,VIC,Landfill Gas,47876.0,13299.0,855.0,97.0,952,0.06,On,NEM,,ID0078,2017-18,-37.683223,144.9196141
1525,EDL LFG (VIC) PTY LTD,Brooklyn LFG Power Station,F,VIC,Landfill Gas,40378.0,11216.0,704.0,3.0,707,0.06,On,NEM,,ID0078,2017-18,-37.825646,144.8600509
1526,EDL LFG (VIC) PTY LTD,Clayton LFG Power Station,F,VIC,Landfill Gas,303134.0,84204.0,4717.0,339.0,5056,0.06,On,NEM,,ID0078,2017-18,-37.9504843,145.1189931
1527,EDL LFG (VIC) PTY LTD,Corio LFG Power Station,F,VIC,Landfill Gas,26897.0,7471.0,480.0,4.0,484,0.06,On,NEM,,ID0078,2017-18,-38.0764989,144.378492
