,parent_company,facility_name,facility_type,state,primary_fuel,electricity_production_gj,electricity_production_mwh,scope_1_emissions_tco2e,scope_2_emissions_tco2e,total_emissions_tco2e,emission_intensity_t_per_mwh,is_grid_connected,grid_name,notes,source_id,year,latitude,longitude
0,ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,Wind,567719.0,157700.0,19.0,293.0,312,0.0,On,NEM,,ID0075,2014-15,-34.6905625,149.4270092
1,ACCIONA ENERGY OCEANIA PTY LTD,Royalla Solar Farm,F,ACT,Solar,213115.0,59199.0,0.0,15.0,15,0.0,On,NEM,,ID0075,2014-15,-35.4897929,149.1430018
2,ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,Wind,2461803.0,683834.0,77.0,1144.0,1221,0.0,On,NEM,,ID0075,2014-15,-37.3946388,143.6386011
3,ACCIONA ENERGY OCEANIA PTY LTD,Corporate Total,C,,,3242637.0,900733.0,96.0,1452.0,1548,,,,,ID0075,2014-15,,
4,AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,Hydro,137094.0,38082.0,5.0,17.0,22,0.0,On,NEM,,ID0075,2014-15,-36.5335771,147.4603458
5,AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,Black Coal,50275548.0,13965430.0,12253123.0,8306.0,12261429,0.88,On,NEM,,ID0075,2014-15,-32.3838413,150.9522752
6,AGL ENERGY LIMITED,Bogong Power Station,F,VIC,Hydro,266917.0,74144.0,83.0,839.0,922,0.0,On,NEM,,ID0075,2014-15,-36.8057885,147.2281158
7,AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,Hydro,27428.0,7619.0,1.0,97.0,98,0.0,On,NEM,,ID0075,2014-15,-32.664602,149.1079379
8,AGL ENERGY LIMITED,Clover Hydro,F,VIC,Hydro,151368.0,42047.0,3.0,51.0,54,0.0,On,NEM,,ID0075,2014-15,-36.7852938,147.2204288
9,AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,Gas,91666.0,25463.0,19260.0,86.0,19346,0.76,On,NEM,,ID0075,2014-15,-34.8438044,138.546753
10,AGL ENERGY LIMITED,Copeton Hydro,F,NSW,Hydro,139785.0,38829.0,1.0,75.0,76,0.0,On,NEM,,ID0075,2014-15,-29.9047558,150.9239324
11,AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,Hydro,1608089.0,446691.0,0.0,727.0,727,0.0,On,NEM,,ID0075,2014-15,-36.5335771,147.4603458
12,AGL ENERGY LIMITED,Eildon Hydro,F,VIC,Hydro,710341.0,197317.0,20.0,153.0,173,0.0,On,NEM,,ID0075,2014-15,-37.2220807,145.9211806
13,AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,Hydro,42254.0,11737.0,0.0,16.0,16,0.0,On,NEM,,ID0075,2014-15,-32.0939757,150.9891361
14,AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,Landfill Gas,43117.0,11977.0,745.0,1.0,746,0.06,On,NEM,,ID0075,2014-15,-42.8413938,147.2546255
15,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,Wind,1136668.0,315741.0,135.0,217.0,352,0.0,On,NEM,,ID0075,2014-15,-33.359524,138.8036808
16,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,Wind,858516.0,238477.0,85.0,187.0,272,0.0,On,NEM,,ID0075,2014-15,-33.359524,138.8036808
17,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,Wind,1543714.0,428809.0,133.0,360.0,493,0.0,On,NEM,,ID0075,2014-15,-33.359524,138.8036808
18,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,Wind,489049.0,135847.0,75.0,175.0,250,0.0,On,NEM,,ID0075,2014-15,-33.359524,138.8036808
19,AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,Landfill Gas,27374.0,7604.0,427.0,0.0,427,0.06,On,NEM,,ID0075,2014-15,-42.8886413,147.2893066
20,AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,Gas,901.0,250.0,355.0,869.0,1224,1.42,On,NEM,,ID0075,2014-15,-32.3953929,150.948916
21,AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,Landfill Gas,14613.0,4059.0,238.0,5.0,243,0.06,On,NEM,,ID0075,2014-15,-33.47449870000001,151.4036812
22,AGL ENERGY LIMITED,Liddell Power Station,F,NSW,Black Coal,24864251.0,6906736.0,6514993.0,46355.0,6561348,0.94,On,NEM,,ID0075,2014-15,-32.3838413,150.9522752
23,AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,Brown Coal,58415084.0,16226412.0,18508708.0,268516.0,18777224,1.14,On,NEM,,ID0075,2014-15,-38.2567843,146.5860271
24,AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,Wind,3589748.0,997152.0,371.0,2655.0,3026,0.0,On,NEM,,ID0075,2014-15,-38.0490795,142.1915163
25,AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,Hydro,317552.0,88209.0,0.0,6185.0,6185,0.0,On,NEM,,ID0075,2014-15,-36.8584393,147.2349767
26,AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,Coal Seam Methane,82912.0,23031.0,12327.0,1142.0,13469,0.54,On,NEM,,ID0075,2014-15,-21.9620901,148.0037773
27,AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,Solar,33769.0,9380.0,9.0,59.0,68,0.0,On,NEM,,ID0075,2014-15,-31.5662057,147.0707349
28,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,Wind,526539.0,146261.0,68.0,637.0,705,0.0,On,NEM,,ID0075,2014-15,-37.683252,142.551115
29,AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,Landfill Gas,77364.0,21490.0,1320.0,6.0,1326,0.06,On,SWIS,,ID0075,2014-15,-32.285241,115.8168205
30,AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,Hydro,167206.0,46446.0,0.0,47.0,47,0.0,On,NEM,,ID0075,2014-15,-37.32715779999999,145.8605406
31,AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,Landfill Gas,19739.0,5483.0,356.0,8.0,364,0.06,On,NEM,,ID0075,2014-15,-34.8802534,150.55219
32,AGL ENERGY LIMITED,Somerton Power Station,F,VIC,Gas,37669.0,10464.0,8378.0,2036.0,10414,0.8,On,NEM,,ID0075,2014-15,-37.6314781,144.9529872
33,AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,F,QLD,Macadamia Nut Shells,3091.0,859.0,38.0,69.0,107,0.04,On,NEM,,ID0075,2014-15,-26.2259211,152.6976516
34,AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,Gas/Diesel,6057169.0,1682547.0,983263.0,15130.0,998393,0.58,On,NEM,,ID0075,2014-15,-34.8066718,138.5232577
35,AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,Wind,937578.0,260438.0,49.0,229.0,278,0.0,On,NEM,,ID0075,2014-15,-35.1117422,137.7212617
36,AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,Biogas,196824.0,54673.0,2902.0,1498.0,4400,0.05,On,NEM,,ID0075,2014-15,-37.9144704,144.6434683
37,AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,Hydro,422961.0,117489.0,0.0,1709.0,1709,0.0,On,NEM,,ID0075,2014-15,-36.760079,147.1861202
38,AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,Solar,3172.0,881.0,624.0,0.0,624,0.71,Off,Off-grid,,ID0075,2014-15,-31.5220661,138.6198764
39,AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,Landfill Gas,31209.0,8669.0,469.0,2.0,471,0.05,On,NEM,,ID0075,2014-15,-33.5039862,151.291692
40,AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,Hydro,180662.0,50184.0,0.0,46.0,46,0.0,On,NEM,,ID0075,2014-15,-36.0086718,145.9993248
41,AGL ENERGY LIMITED,Corporate Total,C,,,153528941.0,42646928.0,38308564.0,358510.0,38667074,,,,,ID0075,2014-15,,
42,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,Gas,5900732.0,1639092.0,1301720.0,246.0,1301966,0.79,On,SWIS,,ID0075,2014-15,-32.6464395,115.9464312
43,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Wagerup Generation Facility,F,WA,Gas/Diesel,637048.0,176958.0,111432.0,6229.0,117661,0.63,On,SWIS,,ID0075,2014-15,-32.9159808,115.918908
44,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Anglesea Power Station,F,VIC,Brown Coal,4536940.0,1260261.0,1374358.0,411.0,1374769,1.09,On,NEM,,ID0075,2014-15,-38.3879685,144.1815487
45,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,,,11074720.0,3076311.0,2787510.0,6886.0,2794396,,,,,ID0075,2014-15,,
46,ALINTA ENERGY FINANCE PTY LTD,Augusta Power Stations,F,SA,Brown Coal,9524596.0,2645721.0,2734413.0,7994.0,2742407,1.03,On,NEM,,ID0075,2014-15,-30.0002315,136.2091547
47,ALINTA ENERGY FINANCE PTY LTD,Bairnsdale Power Station,F,VIC,Gas,539356.0,149821.0,81092.0,1008.0,82100,0.54,On,NEM,,ID0075,2014-15,-37.8428435,147.5640056
48,ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,F,QLD,Coal Seam Methane,7907969.0,2196658.0,1243347.0,829.0,1244176,0.57,On,NEM,,ID0075,2014-15,-27.113373,150.9055138
49,ALINTA ENERGY FINANCE PTY LTD,Newman Power Station,F,WA,Gas,832806.0,231335.0,138146.0,0.0,138146,0.6,Off,Off-grid,,ID0075,2014-15,-23.3435576,119.7109647
50,ALINTA ENERGY FINANCE PTY LTD,Port Hedland Power Station,F,WA,Gas,1763554.0,489876.0,388562.0,0.0,388562,0.79,On,NWIS,,ID0075,2014-15,-20.4280016,118.5502998
51,ALINTA ENERGY FINANCE PTY LTD,Corporate Total,C,,,20568281.0,5713411.0,4585560.0,9831.0,4595391,,,,,ID0075,2014-15,,
52,APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,Wind,913852.0,253848.0,91.0,343.0,434,0.0,On,SWIS,,ID0075,2014-15,-30.4756515,115.381241
53,APT PIPELINES LIMITED,Corporate Total,C,,,913852.0,253848.0,91.0,343.0,434,,,,,ID0075,2014-15,,
54,ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,Coal Seam Methane,9370735.0,2602982.0,1530289.0,854.0,1531143,0.59,On,NEM,,ID0075,2014-15,-27.113373,150.9055138
55,ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,,,9370735.0,2602982.0,1530289.0,854.0,1531143,,,,,ID0075,2014-15,,
56,ATCO AUSTRALIA PTY. LTD.,Bulwer Island Energy Partnership facility,F,QLD,Gas,,,126378.0,45354.0,171732,,On,NEM,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.",ID0075,2014-15,-27.4160086,153.1359449
57,ATCO AUSTRALIA PTY. LTD.,Karratha Power Station,F,WA,Gas,1706994.0,474165.0,270985.0,0.0,270985,0.57,On,NWIS,,ID0075,2014-15,-20.7630673,116.8372093
58,ATCO AUSTRALIA PTY. LTD.,Osborne facility,F,SA,Gas,,,608632.0,167.0,608799,,On,NEM,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.",ID0075,2014-15,-34.7904387,138.5088712
59,ATCO AUSTRALIA PTY. LTD.,Corporate Total,C,,,1706994.0,474165.0,1005995.0,45521.0,1051516,,,,,ID0075,2014-15,,
60,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Belmont Administration & Kalamunda Facility,FA,WA,Liquid Fuel,20.0,6.0,19.0,18.0,37,3.42,On,SWIS,,ID0075,2014-15,-31.9628782,115.9341921
61,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Canning Vale Facility,F,WA,Landfill Gas,2380.0,661.0,36.0,10.0,46,0.05,On,SWIS,,ID0075,2014-15,-32.0759155,115.8882746
62,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Red Hill Facility,F,WA,Landfill Gas,91876.0,25521.0,1277.0,1.0,1278,0.05,On,SWIS,,ID0075,2014-15,-31.8305665,116.1012284
63,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Tamala Park Facility,F,WA,Landfill Gas,114770.0,31881.0,1588.0,2.0,1590,0.05,On,SWIS,,ID0075,2014-15,-31.7072861,115.7226694
64,AUSTRALIAN CAPITAL EQUITY PTY LIMITED,Corporate Total,C,,,209046.0,58068.0,2920.0,31.0,2951,,,,,ID0075,2014-15,,
65,AXIA ENERGY AUSTRALIA PTY LTD,Smithfield Power Partnership,F,NSW,Gas,3486738.0,968538.0,460102.0,0.0,460102,0.48,On,NEM,,ID0075,2014-15,-33.8849923,151.1629215
66,AXIA ENERGY AUSTRALIA PTY LTD,Corporate Total,C,,,3486738.0,968538.0,460102.0,0.0,460102,,,,,ID0075,2014-15,,
67,BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Condamine Power Station,F,QLD,Gas,2754361.0,765100.0,333565.0,526.0,334091,0.44,On,NEM,,ID0075,2014-15,-26.6681504,150.270009
68,BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Corporate Total,C,,,2754361.0,765100.0,333565.0,526.0,334091,,,,,ID0075,2014-15,,
69,BHP BILLITON IRON ORE PTY. LTD.,Yarnima Power Station IOP,F,WA,Gas,1652126.0,458924.0,307351.0,0.0,307351,0.67,Off,Off-grid,,ID0075,2014-15,-23.3435576,119.7109647
70,BHP BILLITON IRON ORE PTY. LTD.,Corporate Total,C,,,1652126.0,458924.0,307351.0,0.0,307351,,,,,ID0075,2014-15,,
71,BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,Black Coal,6025829.0,1673841.0,1482015.0,2327.0,1484342,0.89,On,SWIS,,ID0075,2014-15,-33.3298374,116.2265015
72,BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,,,6025829.0,1673841.0,1482015.0,2327.0,1484342,,,,,ID0075,2014-15,,
73,BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,Black Coal,6078158.0,1688377.0,1377635.0,1775.0,1379410,0.82,On,SWIS,,ID0075,2014-15,-33.3298374,116.2265015
74,BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,,,6078158.0,1688377.0,1377635.0,1775.0,1379410,,,,,ID0075,2014-15,,
75,BPIH PTY LIMITED,Brookfield District Energy (GX) Pty Ltd,F,NSW,Gas,78204.0,21723.0,11861.0,22049.0,33910,0.55,On,NEM,,ID0075,2014-15,,
76,BPIH PTY LIMITED,Corporate Total,C,,,78204.0,21723.0,11861.0,22049.0,33910,,,,,ID0075,2014-15,,
77,CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,Wind,445274.0,123687.0,17.0,156.0,173,0.0,On,NEM,,ID0075,2014-15,-37.7048969,140.3590018
78,CANUNDA POWER PTY LTD,Corporate Total,C,,,445274.0,123687.0,17.0,156.0,173,,,,,ID0075,2014-15,,
79,CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,Bagasse,643940.0,178872.0,6032.0,1423.0,7455,0.03,On,NEM,,ID0075,2014-15,-29.0122131,153.432707
80,CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,Bagasse,375693.0,104359.0,3007.0,1687.0,4694,0.03,On,NEM,,ID0075,2014-15,-28.3143412,153.4343542
81,CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,,,1019633.0,283231.0,9039.0,3110.0,12149,,,,,ID0075,2014-15,,
82,CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,Coal Seam Methane,,,125058.0,0.0,125058,,On,NEM,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.",ID0075,2014-15,-27.0862544,150.9425973
83,CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Corporate Total,C,,,,,125058.0,0.0,125058,,,,,ID0075,2014-15,,
84,CONTRACT POWER AUSTRALIA PTY LTD,FMG Cloud Break Mine Site Power Station,F,WA,Diesel,643454.0,178737.0,110575.0,0.0,110575,0.62,Off,Off-grid,,ID0075,2014-15,-22.3270529,119.3968821
85,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,Diesel,50926.0,14146.0,10193.0,0.0,10193,0.72,Off,Off-grid,,ID0075,2014-15,-32.1945708,121.7940031
86,CONTRACT POWER AUSTRALIA PTY LTD,Corporate Total,C,,,694380.0,192883.0,120768.0,0.0,120768,,,,,ID0075,2014-15,,
87,CS ENERGY LIMITED,Callide A Power Station,F,QLD,Black Coal,362952.0,100820.0,123177.0,43885.0,167062,1.22,On,NEM,,ID0075,2014-15,-24.3462176,150.6189753
88,CS ENERGY LIMITED,Callide B Power Station,F,QLD,Black Coal,12706326.0,3529535.0,3285158.0,34530.0,3319688,0.93,On,NEM,,ID0075,2014-15,-24.3462176,150.6189753
89,CS ENERGY LIMITED,Callide C Power Station,F,QLD,Black Coal,19988727.0,5552424.0,4961514.0,20952.0,4982466,0.89,On,NEM,"Please note that in some circumstances Joint Venture partners are required to report a full amount for each facility they have in a Joint Venture. This results in that facility appearing twice. The identified Joint Venture participants have each included the same data for the Callide C Power Station in their NGER reports. This is because neither participant had the greatest ability to introduce and implement the operating and environmental policies in relation to the facility, and a nomination of operational control has not been made.",ID0075,2014-15,-24.3462176,150.6189753
90,CS ENERGY LIMITED,Kogan Creek Power Station,F,QLD,Black Coal,20633364.0,5731490.0,4761463.0,2411.0,4763874,0.83,On,NEM,,ID0075,2014-15,-26.9146137,150.746994
91,CS ENERGY LIMITED,Wivenhoe Power Station,F,QLD,Hydro,72877.0,20244.0,23.0,50466.0,50489,0.0,On,NEM,,ID0075,2014-15,-27.3961593,152.6088976
92,CS ENERGY LIMITED,Corporate Total,C,,,53764246.0,14934513.0,13131335.0,152244.0,13283579,,,,,ID0075,2014-15,,
93,CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,Wind,2566405.0,712890.0,227.0,611.0,838,0.0,On,SWIS,,ID0075,2014-15,-31.9508864,115.8495688
94,CWF HOLDINGS PTY LTD,Corporate Total,C,,,2566405.0,712890.0,227.0,611.0,838,,,,,ID0075,2014-15,,
95,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,Wind,751603.0,208779.0,55.0,720.0,775,0.0,On,NEM,,ID0075,2014-15,-36.5769554,149.125867
96,CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,F,NSW,Wind,265563.0,73768.0,20.0,128.0,148,0.0,On,NEM,,ID0075,2014-15,-34.4237104,149.8258649
97,CWP RENEWABLES PTY LTD,Corporate Total,C,,,1017166.0,282546.0,75.0,848.0,923,,,,,ID0075,2014-15,,
98,DELTA ELECTRICITY,Brown Mountain Power Station,F,NSW,Hydro,48431.0,13453.0,6.0,0.0,6,0.0,On,NEM,,ID0075,2014-15,-36.6098991,149.4800741
99,DELTA ELECTRICITY,Colongra PS,F,NSW,Gas,258467.0,71796.0,41565.0,3913.0,45478,0.58,On,NEM,,ID0075,2014-15,-33.2094402,151.5457289
100,DELTA ELECTRICITY,Vales Point Power Station,F,NSW,Black Coal,24972675.0,6936854.0,6020229.0,47711.0,6067940,0.87,On,NEM,,ID0075,2014-15,-33.1620493,151.5407221
101,DELTA ELECTRICITY,Corporate Total,C,,,25279573.0,7022104.0,6061800.0,51624.0,6113424,,,,,ID0075,2014-15,,
102,DIAMANTINA HOLDING COMPANY PTY LIMITED,Diamantina Power Station,F,QLD,Gas,5410680.0,1502967.0,613667.0,95.0,613762,0.41,On,Mt Isa,,ID0075,2014-15,-20.7830295,139.4829711
103,DIAMANTINA HOLDING COMPANY PTY LIMITED,Corporate Total,C,,,5410680.0,1502967.0,613667.0,95.0,613762,,,,,ID0075,2014-15,,
104,ECOGEN HOLDINGS PTY LTD,Jeeralang Power Station,F,VIC,Gas,79794.0,22165.0,15640.0,6730.0,22370,0.71,On,NEM,,ID0075,2014-15,-38.1814386,146.3479385
105,ECOGEN HOLDINGS PTY LTD,Newport Power Station,F,VIC,Gas,342893.0,95248.0,52641.0,24749.0,77390,0.55,On,NEM,,ID0075,2014-15,-37.8411815,144.8944409
106,ECOGEN HOLDINGS PTY LTD,Corporate Total,C,,,422687.0,117413.0,68281.0,31479.0,99760,,,,,ID0075,2014-15,,
107,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,Wind,347600.0,96556.0,13.0,7.0,20,0.0,On,SWIS,,ID0075,2014-15,-35.0658656,117.7996621
108,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel System,FA,WA,Wind/Diesel,6664.0,1851.0,220.0,3.0,223,0.12,On,SWIS,,ID0075,2014-15,-34.3990373,119.3915706
109,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,Gas,2369340.0,658150.0,260404.0,0.0,260404,0.4,On,SWIS,,ID0075,2014-15,-32.2003779,115.7740725
110,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,Black Coal,8061797.0,2239388.0,2024283.0,3244.0,2027527,0.9,On,SWIS,,ID0075,2014-15,-33.341898,116.2622544
111,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel System,FA,WA,Wind/Diesel,12118.0,3366.0,1813.0,0.0,1813,0.54,Off,Off-grid,,ID0075,2014-15,-23.1542889,113.7720547
112,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,Wind,6871.0,1909.0,0.0,1.0,1,0.0,Off,Off-grid,,ID0075,2014-15,-35.0658656,117.7996621
113,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,Wind,52851.0,14681.0,0.0,8.0,8,0.0,Off,Off-grid,,ID0075,2014-15,-35.0658656,117.7996621
114,ELECTRICITY GENERATION AND RETAIL CORPORATION,Geraldton Gas Turbine Station,F,WA,Gas,80.0,22.0,29.0,0.0,29,1.31,On,SWIS,,ID0075,2014-15,-28.7844106,114.6294073
115,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel System,FA,WA,Wind/Diesel,19713.0,5476.0,2671.0,0.0,2671,0.49,Off,Off-grid,,ID0075,2014-15,,
116,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Photovoltaic,F,WA,Solar,81.0,23.0,0.0,4.0,4,0.0,On,SWIS,,ID0075,2014-15,-27.5548406,114.4339709
117,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,Wind,15140.0,4206.0,0.0,6.0,6,0.0,On,SWIS,,ID0075,2014-15,-27.8983075,114.1945476
118,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,Gas,6739.0,1872.0,1751.0,0.0,1751,0.94,On,SWIS,,ID0075,2014-15,-30.7378489,121.5065039
119,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,Gas,3520116.0,977810.0,602488.0,700.0,603188,0.62,On,SWIS,,ID0075,2014-15,-32.2001756,115.7759422
120,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,Black Coal,13831474.0,3842076.0,3744318.0,1655.0,3745973,0.97,On,SWIS,,ID0075,2014-15,-33.446204,116.3065633
121,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,Gas,348804.0,96890.0,82909.0,0.0,82909,0.86,On,SWIS,,ID0075,2014-15,-28.887904,115.118193
122,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,Gas,1670548.0,464041.0,376980.0,0.0,376980,0.81,On,SWIS,,ID0075,2014-15,-31.5578769,115.8200803
123,ELECTRICITY GENERATION AND RETAIL CORPORATION,South West Cogeneration Joint Venture,F,WA,Gas,3568929.0,991369.0,623890.0,37.0,623927,0.63,On,SWIS,,ID0075,2014-15,-32.2001756,115.7759422
124,ELECTRICITY GENERATION AND RETAIL CORPORATION,Corporate Total,C,,,33838865.0,9399685.0,7721769.0,5665.0,7727434,,,,,ID0075,2014-15,,
125,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,Liquid Fuel,701.0,195.0,138.0,0.0,138,0.71,On,SWIS,,ID0075,2014-15,-33.9053941,120.1298114
126,ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,,,701.0,195.0,138.0,0.0,138,,,,,ID0075,2014-15,,
127,ENERGEX LIMITED,Energy Impact - Bromelton Peak Generation Plant,F,QLD,Liquid Fuel,6745.0,1874.0,1402.0,427.0,1829,0.75,On,NEM,,ID0075,2014-15,-27.8459655,153.1081221
128,ENERGEX LIMITED,Energy Impact - Generation,F,QLD,Liquid Fuel,4125.0,1146.0,799.0,0.0,799,0.7,On,NEM,,ID0075,2014-15,-27.8459655,153.1081221
129,ENERGEX LIMITED,Corporate Total,C,,,10870.0,3019.0,2201.0,427.0,2628,,,,,ID0075,2014-15,,
130,ENERGY DEVELOPMENTS LIMITED,Appin CSM Power Station,F,NSW,Coal Seam Methane,588901.0,163584.0,124621.0,85.0,124706,0.76,On,NEM,,ID0075,2014-15,-34.2098219,150.79274
131,ENERGY DEVELOPMENTS LIMITED,Ardyaloon Remote Power Station,F,WA,Liquid Fuel,6385.0,1774.0,1275.0,0.0,1275,0.72,Off,Off-grid,,ID0075,2014-15,-16.444358,123.0413828
132,ENERGY DEVELOPMENTS LIMITED,Beagle Bay Remote Power Station,F,WA,Liquid Fuel,5835.0,1621.0,1151.0,0.0,1151,0.71,Off,Off-grid,,ID0075,2014-15,-16.9939781,122.6583783
133,ENERGY DEVELOPMENTS LIMITED,Belrose and Grange Avenue LFG Power Stations,FA,NSW,Landfill Gas,46595.0,12943.0,815.0,6.0,821,0.06,On,NEM,,ID0075,2014-15,-33.1620493,151.5407221
134,ENERGY DEVELOPMENTS LIMITED,Berwick LFG Power Station,F,VIC,Landfill Gas,86977.0,24160.0,1539.0,810.0,2349,0.06,On,NEM,,ID0075,2014-15,-37.8428435,147.5640056
135,ENERGY DEVELOPMENTS LIMITED,Bidyadanga Remote Power Staiton,F,WA,Liquid Fuel,10466.0,2907.0,2094.0,0.0,2094,0.72,Off,Off-grid,,ID0075,2014-15,-18.6848174,121.7769432
136,ENERGY DEVELOPMENTS LIMITED,Broadmeadows LFG Power Station,F,VIC,Landfill Gas,69413.0,19281.0,1230.0,10.0,1240,0.06,On,NEM,,ID0075,2014-15,-37.683223,144.9196141
137,ENERGY DEVELOPMENTS LIMITED,Brooklyn LFG Power Station,F,VIC,Landfill Gas,61195.0,16999.0,1054.0,5.0,1059,0.06,On,NEM,,ID0075,2014-15,-37.825646,144.8600509
138,ENERGY DEVELOPMENTS LIMITED,Broome LNG Power Station,F,WA,Gas/Diesel,485698.0,134916.0,82255.0,0.0,82255,0.61,Off,Off-grid,,ID0075,2014-15,-17.9822235,122.2043153
139,ENERGY DEVELOPMENTS LIMITED,Browns Plains LFG Power Station,F,QLD,Landfill Gas,40383.0,11218.0,712.0,4.0,716,0.06,On,NEM,,ID0075,2014-15,-27.6719054,153.0663264
